Long Term,Short Term,Current Loan Amount,Credit Score,Rent,Annual Income,business loan,Home Mortgage,small business,Years of Credit History,Current Credit Balance,Maximum Open Credit,Number of Open Accounts,renewable energy,Tax Liens,Number of Credit Problems,Monthly Debt,Own Home,buy a car,moving,major purchase,Have Mortgage,home improvements,educational expenses,debt consolidation,Credit Default
-0.5915167019106974,0.5915167019106974,-0.19679987428435886,-0.2397710661453456,1.1579395364342013,-0.8803223282816294,-0.13229141128968838,-0.9703072948507551,-0.058980727793097605,-0.44272912969131056,0.4647476598438328,0.28415200420303355,0.3807741234762923,-0.016332109378331964,-0.11095342154390785,-0.3409788778582933,0.4244137849439369,-0.30726406683951407,-0.11386818846191439,-0.03832519976953566,-0.07322520259382123,-0.04003203845127179,-0.2410941949430024,-0.03653920476209348,0.5116410669860745,0
-0.5915167019106974,0.5915167019106974,-0.650934879799931,-0.23003404955175905,-0.8636029503573512,-1.1487391869146044,-0.13229141128968838,-0.9703072948507551,-0.058980727793097605,1.2188542555536521,-0.708841238273867,-1.1278982834736178,-1.4527437346097205,-0.016332109378331964,-0.11095342154390785,-0.3409788778582933,-1.3360300892446615,3.2545295982244045,-0.11386818846191439,-0.03832519976953566,-0.07322520259382123,-0.04003203845127179,-0.2410941949430024,-0.03653920476209348,0.5116410669860745,1
1.6905693394114378,-1.6905693394114378,0.44038873848282684,-0.2536810898504693,-0.8636029503573512,-0.5206964456847805,-0.13229141128968838,1.030601341767519,-0.058980727793097605,-0.5421401014581031,0.34386529297073953,0.041867985260045835,-0.4341227023397134,-0.016332109378331964,-0.11095342154390785,-0.3409788778582933,0.8149061460821271,-0.30726406683951407,-0.11386818846191439,-0.03832519976953566,-0.07322520259382123,-0.04003203845127179,-0.2410941949430024,-0.03653920476209348,0.5116410669860745,1
-0.5915167019106974,0.5915167019106974,0.03171458857673838,-0.23768456258957707,-0.8636029503573512,-0.20476668300420123,-0.13229141128968838,1.030601341767519,-0.058980727793097605,-0.1871009165767008,0.3645724966234398,-0.5425827564495408,-0.4341227023397134,-0.016332109378331964,-0.11095342154390785,-0.3409788778582933,0.5584070838700327,-0.30726406683951407,-0.11386818846191439,-0.03832519976953566,-0.07322520259382123,-0.04003203845127179,-0.2410941949430024,-0.03653920476209348,0.5116410669860745,0
1.6905693394114378,-1.6905693394114378,-0.447939531488139,-0.2265565436254781,-0.8636029503573512,1.6784121275899448,-0.13229141128968838,-0.9703072948507551,-0.058980727793097605,-0.31491502313400543,0.21942806583982521,1.1627738837250163,0.1770499170222909,-0.016332109378331964,-0.11095342154390785,-0.3409788778582933,1.1444391027652037,3.2545295982244045,-0.11386818846191439,-0.03832519976953566,-0.07322520259382123,-0.04003203845127179,-0.2410941949430024,-0.03653920476209348,0.5116410669860745,0
1.6905693394114378,-1.6905693394114378,0.42202549935353306,-0.2265565436254781,-0.8636029503573512,1.6784121275899448,-0.13229141128968838,1.030601341767519,-0.058980727793097605,-0.0024805404383715026,2.2949871494062144,1.7276140897676298,-0.6378469087937149,-0.016332109378331964,-0.11095342154390785,-0.3409788778582933,2.463828688874163,-0.30726406683951407,-0.11386818846191439,-0.03832519976953566,-0.07322520259382123,-0.04003203845127179,-0.2410941949430024,-0.03653920476209348,0.5116410669860745,0
-0.5915167019106974,0.5915167019106974,-0.4301024596691401,-0.22516554125496577,-0.8636029503573512,-0.1153145914182431,-0.13229141128968838,1.030601341767519,-0.058980727793097605,-0.11609307960042034,-0.9018193665555766,-0.96426168452065,-0.026674289431710546,-0.016332109378331964,-0.11095342154390785,-0.3409788778582933,0.4451248893461557,-0.30726406683951407,-0.11386818846191439,-0.03832519976953566,-0.07322520259382123,-0.04003203845127179,-0.2410941949430024,-0.03653920476209348,0.5116410669860745,0
-0.5915167019106974,0.5915167019106974,-0.6564596365580281,-0.2446395744421389,1.1579395364342013,-1.0197864087630892,-0.13229141128968838,-0.9703072948507551,-0.058980727793097605,-0.840373016758481,-0.606497781477275,-1.012881836646429,-0.8415711152477163,-0.016332109378331964,-0.11095342154390785,-0.3409788778582933,-1.0584845201299076,-0.30726406683951407,-0.11386818846191439,-0.03832519976953566,-0.07322520259382123,-0.04003203845127179,-0.2410941949430024,-0.03653920476209348,-1.9544951813401197,1
-0.5915167019106974,0.5915167019106974,2.5180034132351015,-0.2272520448107343,-0.8636029503573512,0.34706154334913414,-0.13229141128968838,-0.9703072948507551,-0.058980727793097605,-0.30071345573874964,-0.7555679648409551,1.7276140897676298,-1.4527437346097205,-0.016332109378331964,-0.11095342154390785,-0.3409788778582933,-0.21377332276977698,3.2545295982244045,-0.11386818846191439,-0.03832519976953566,-0.07322520259382123,-0.04003203845127179,-0.2410941949430024,-0.03653920476209348,0.5116410669860745,0
1.6905693394114378,-1.6905693394114378,-0.44367757627474985,4.099460828667985,-0.8636029503573512,-0.6845152439566604,-0.13229141128968838,1.030601341767519,-0.058980727793097605,-0.47113226448182266,-0.010650706737794306,0.09452380218677885,-0.026674289431710546,-0.016332109378331964,-0.11095342154390785,-0.3409788778582933,0.3388861473315353,-0.30726406683951407,-0.11386818846191439,-0.03832519976953566,-0.07322520259382123,-0.04003203845127179,-0.2410941949430024,-0.03653920476209348,0.5116410669860745,1
